date,ticker,open,high,low,close,volume,is_extended_hours,year,month,day,hour
2023-12-01 16:00:00+00:00,TSLA,238.75,238.75,238.75,238.75,400,False,2023,12,1,16
2023-12-01 15:00:00+00:00,TSLA,238.62,239.07,237.64,238.85,76279,False,2023,12,1,15
2023-12-01 14:00:00+00:00,TSLA,237.3,238.76,236.69,238.64,38070,False,2023,12,1,14
2023-12-01 13:00:00+00:00,TSLA,238.78,239.72,237.31,237.39,27618,False,2023,12,1,13
2023-12-01 12:00:00+00:00,TSLA,237.33,240.16,237.28,238.72,41528,False,2023,12,1,12
2023-12-01 11:00:00+00:00,TSLA,235.14,237.91,234.41,237.32,86600,False,2023,12,1,11
2023-12-01 10:00:00+00:00,TSLA,234.69,236.3,232.4,234.98,125190,False,2023,12,1,10
2023-12-01 09:00:00+00:00,TSLA,233.04,235.72,231.98,234.6,142839,False,2023,12,1,9
2023-11-30 16:00:00+00:00,TSLA,239.88,239.88,239.79,239.88,352,False,2023,11,30,16
2023-11-30 15:00:00+00:00,TSLA,241.02,241.78,236.95,239.87,181095,False,2023,11,30,15
2023-11-30 14:00:00+00:00,TSLA,239.08,241.36,239.08,240.99,50443,False,2023,11,30,14
2023-11-30 13:00:00+00:00,TSLA,241.31,241.5,238.26,239.09,62553,False,2023,11,30,13
2023-11-30 12:00:00+00:00,TSLA,239.44,241.59,239.1,241.4,50805,False,2023,11,30,12
2023-11-30 11:00:00+00:00,TSLA,241.97,242.2,239.15,239.71,65584,False,2023,11,30,11
2023-11-30 10:00:00+00:00,TSLA,242.22,244.45,240.26,241.86,109033,False,2023,11,30,10
2023-11-30 09:00:00+00:00,TSLA,245.17,245.2,239.57,242.32,116857,False,2023,11,30,9
2023-11-29 15:00:00+00:00,TSLA,245.34,245.34,242.79,244.19,100471,False,2023,11,29,15
2023-11-29 14:00:00+00:00,TSLA,247.04,247.47,244.33,245.46,41442,False,2023,11,29,14
2023-11-29 13:00:00+00:00,TSLA,248.51,248.74,245.77,247.04,35065,False,2023,11,29,13
2023-11-29 12:00:00+00:00,TSLA,248.15,249.04,247.59,248.45,38224,False,2023,11,29,12
2023-11-29 11:00:00+00:00,TSLA,249.21,249.46,245.38,248.1,102237,False,2023,11,29,11
2023-11-29 10:00:00+00:00,TSLA,252.12,252.72,247.42,249.26,105517,False,2023,11,29,10
2023-11-29 09:00:00+00:00,TSLA,249.22,252.61,247.78,252.1,192526,False,2023,11,29,9
2023-11-28 16:00:00+00:00,TSLA,246.73,246.73,246.73,246.73,1412,False,2023,11,28,16
2023-11-28 15:00:00+00:00,TSLA,245.78,246.94,245.18,246.75,102645,False,2023,11,28,15
2023-11-28 14:00:00+00:00,TSLA,245.37,246.23,244.86,245.71,72421,False,2023,11,28,14
2023-11-28 13:00:00+00:00,TSLA,243.19,245.39,241.65,245.13,86370,False,2023,11,28,13
2023-11-28 12:00:00+00:00,TSLA,241.99,243.34,241.35,243.32,99530,False,2023,11,28,12
2023-11-28 11:00:00+00:00,TSLA,237.68,242.69,237.22,241.95,161554,False,2023,11,28,11
2023-11-28 10:00:00+00:00,TSLA,235.41,237.66,234.04,237.62,69156,False,2023,11,28,10
2023-11-28 09:00:00+00:00,TSLA,236.76,239.17,234.35,235.36,82431,False,2023,11,28,9
2023-11-27 16:00:00+00:00,TSLA,236.14,236.14,236.14,236.14,100,False,2023,11,27,16
2023-11-27 15:00:00+00:00,TSLA,236.21,237.15,235.87,236.08,68485,False,2023,11,27,15
2023-11-27 14:00:00+00:00,TSLA,237.3,237.92,235.79,236.26,41449,False,2023,11,27,14
2023-11-27 13:00:00+00:00,TSLA,237.43,238.33,236.52,237.28,52592,False,2023,11,27,13
2023-11-27 12:00:00+00:00,TSLA,235.45,237.74,235.13,237.44,38412,False,2023,11,27,12
2023-11-27 11:00:00+00:00,TSLA,235.37,235.41,233.65,235.38,43821,False,2023,11,27,11
2023-11-27 10:00:00+00:00,TSLA,234.27,236.34,233.0,235.41,84932,False,2023,11,27,10
2023-11-27 09:00:00+00:00,TSLA,236.87,237.78,232.2,234.08,72429,False,2023,11,27,9
2023-11-24 13:00:00+00:00,TSLA,235.51,235.51,235.51,235.51,200,False,2023,11,24,13
2023-11-24 12:00:00+00:00,TSLA,237.14,237.6,235.43,235.54,87088,False,2023,11,24,12
2023-11-24 11:00:00+00:00,TSLA,238.19,238.73,237.02,237.18,61456,False,2023,11,24,11
2023-11-24 10:00:00+00:00,TSLA,236.3,238.17,234.79,238.15,61747,False,2023,11,24,10
2023-11-24 09:00:00+00:00,TSLA,233.74,236.57,232.4,236.0,47552,False,2023,11,24,9
2023-11-22 16:00:00+00:00,TSLA,234.25,234.25,234.25,234.25,123,False,2023,11,22,16
2023-11-22 15:00:00+00:00,TSLA,232.88,234.39,232.39,234.17,70007,False,2023,11,22,15
2023-11-22 14:00:00+00:00,TSLA,234.07,234.8,231.52,232.89,36666,False,2023,11,22,14
2023-11-22 13:00:00+00:00,TSLA,232.5,234.53,232.24,234.0,41058,False,2023,11,22,13
2023-11-22 12:00:00+00:00,TSLA,232.97,233.66,231.59,232.62,41917,False,2023,11,22,12
2023-11-22 11:00:00+00:00,TSLA,232.4,233.5,231.51,232.94,39667,False,2023,11,22,11
2023-11-22 10:00:00+00:00,TSLA,236.75,236.85,232.34,232.55,88645,False,2023,11,22,10
2023-11-22 09:00:00+00:00,TSLA,242.06,243.99,235.87,236.73,105059,False,2023,11,22,9
2023-11-21 15:00:00+00:00,TSLA,241.41,242.19,240.87,241.26,84673,False,2023,11,21,15
2023-11-21 14:00:00+00:00,TSLA,240.73,242.01,240.54,241.45,52653,False,2023,11,21,14
2023-11-21 13:00:00+00:00,TSLA,242.04,242.13,239.86,240.82,37301,False,2023,11,21,13
2023-11-21 12:00:00+00:00,TSLA,242.6,242.85,241.07,241.95,60392,False,2023,11,21,12
2023-11-21 11:00:00+00:00,TSLA,241.11,242.95,240.44,242.59,63547,False,2023,11,21,11
2023-11-21 10:00:00+00:00,TSLA,241.32,243.6,239.3,241.13,155796,False,2023,11,21,10
2023-11-21 09:00:00+00:00,TSLA,235.06,241.89,233.43,241.37,190843,False,2023,11,21,9
2023-11-20 16:00:00+00:00,TSLA,235.73,235.74,235.73,235.73,600,False,2023,11,20,16
2023-11-20 15:00:00+00:00,TSLA,235.26,237.1,235.07,235.66,126011,False,2023,11,20,15
2023-11-20 14:00:00+00:00,TSLA,233.96,235.52,233.94,235.22,42556,False,2023,11,20,14
2023-11-20 13:00:00+00:00,TSLA,233.09,234.54,232.85,233.86,37679,False,2023,11,20,13
2023-11-20 12:00:00+00:00,TSLA,234.14,234.75,232.84,232.97,31208,False,2023,11,20,12
2023-11-20 11:00:00+00:00,TSLA,233.22,235.17,232.75,234.18,52877,False,2023,11,20,11
2023-11-20 10:00:00+00:00,TSLA,234.28,235.07,231.85,233.35,82348,False,2023,11,20,10
2023-11-20 09:00:00+00:00,TSLA,234.13,236.15,231.05,234.34,87005,False,2023,11,20,9
2023-11-17 16:00:00+00:00,TSLA,234.37,234.37,234.37,234.37,251,False,2023,11,17,16
2023-11-17 15:00:00+00:00,TSLA,234.64,235.34,234.12,234.26,78432,False,2023,11,17,15
2023-11-17 14:00:00+00:00,TSLA,235.87,236.15,233.48,234.61,55350,False,2023,11,17,14
2023-11-17 13:00:00+00:00,TSLA,236.27,237.37,235.16,235.9,41179,False,2023,11,17,13
2023-11-17 12:00:00+00:00,TSLA,234.99,236.43,234.27,236.27,39128,False,2023,11,17,12
2023-11-17 11:00:00+00:00,TSLA,234.47,236.26,233.53,235.21,71929,False,2023,11,17,11
2023-11-17 10:00:00+00:00,TSLA,230.42,234.87,229.29,234.54,117639,False,2023,11,17,10
2023-11-17 09:00:00+00:00,TSLA,232.02,232.09,226.57,230.53,148285,False,2023,11,17,9
2023-11-16 16:00:00+00:00,TSLA,233.49,233.49,233.49,233.49,1,False,2023,11,16,16
2023-11-16 15:00:00+00:00,TSLA,232.21,234.5,231.68,233.49,133123,False,2023,11,16,15
2023-11-16 14:00:00+00:00,TSLA,231.79,233.43,230.97,232.22,83564,False,2023,11,16,14
2023-11-16 13:00:00+00:00,TSLA,236.25,236.31,231.44,231.83,72444,False,2023,11,16,13
2023-11-16 12:00:00+00:00,TSLA,235.31,236.63,234.76,236.27,60128,False,2023,11,16,12
2023-11-16 11:00:00+00:00,TSLA,235.3,237.23,234.6,235.23,92747,False,2023,11,16,11
2023-11-16 10:00:00+00:00,TSLA,239.74,240.86,234.32,235.26,174331,False,2023,11,16,10
2023-11-16 09:00:00+00:00,TSLA,239.43,240.74,237.7,239.73,155263,False,2023,11,16,9
2023-11-15 16:00:00+00:00,TSLA,242.93,242.93,242.93,242.93,5,False,2023,11,15,16
2023-11-15 15:00:00+00:00,TSLA,243.85,244.27,242.49,242.9,83910,False,2023,11,15,15
2023-11-15 14:00:00+00:00,TSLA,243.4,244.44,242.61,243.9,43319,False,2023,11,15,14
2023-11-15 13:00:00+00:00,TSLA,244.23,244.26,240.5,243.3,51057,False,2023,11,15,13
2023-11-15 12:00:00+00:00,TSLA,241.99,245.14,241.67,244.23,81748,False,2023,11,15,12
2023-11-15 11:00:00+00:00,TSLA,246.44,246.67,241.84,241.99,70162,False,2023,11,15,11
2023-11-15 10:00:00+00:00,TSLA,240.43,246.63,240.11,246.39,140665,False,2023,11,15,10
2023-11-15 09:00:00+00:00,TSLA,239.45,241.9,236.59,240.41,164057,False,2023,11,15,9
2023-11-14 16:00:00+00:00,TSLA,237.41,237.41,237.41,237.41,1,False,2023,11,14,16
2023-11-14 15:00:00+00:00,TSLA,236.85,238.13,236.52,237.37,96544,False,2023,11,14,15
2023-11-14 14:00:00+00:00,TSLA,235.14,237.05,234.07,236.83,46031,False,2023,11,14,14
2023-11-14 13:00:00+00:00,TSLA,235.44,236.56,234.93,235.26,33575,False,2023,11,14,13
2023-11-14 12:00:00+00:00,TSLA,233.92,235.7,233.12,235.53,52973,False,2023,11,14,12
2023-11-14 11:00:00+00:00,TSLA,232.88,235.94,232.88,233.84,63933,False,2023,11,14,11
2023-11-14 10:00:00+00:00,TSLA,233.85,234.31,230.81,232.89,77599,False,2023,11,14,10
2023-11-14 09:00:00+00:00,TSLA,235.04,235.56,231.47,233.82,253715,False,2023,11,14,9
2023-11-13 15:00:00+00:00,TSLA,223.43,224.52,222.89,223.71,110634,False,2023,11,13,15
2023-11-13 14:00:00+00:00,TSLA,223.37,224.93,223.31,223.59,43254,False,2023,11,13,14
2023-11-13 13:00:00+00:00,TSLA,222.52,223.86,221.6,223.26,40925,False,2023,11,13,13
2023-11-13 12:00:00+00:00,TSLA,224.21,224.66,221.78,222.41,56446,False,2023,11,13,12
2023-11-13 11:00:00+00:00,TSLA,221.21,225.35,221.17,224.25,85322,False,2023,11,13,11
2023-11-13 10:00:00+00:00,TSLA,216.04,222.09,215.61,221.29,136465,False,2023,11,13,10
2023-11-13 09:00:00+00:00,TSLA,215.59,217.4,211.66,216.06,77302,False,2023,11,13,9
2023-11-10 16:00:00+00:00,TSLA,214.71,214.71,214.71,214.71,400,False,2023,11,10,16
2023-11-10 15:00:00+00:00,TSLA,214.95,215.01,213.69,214.7,109736,False,2023,11,10,15
2023-11-10 14:00:00+00:00,TSLA,214.66,215.37,214.03,214.93,52769,False,2023,11,10,14
2023-11-10 13:00:00+00:00,TSLA,212.76,215.18,211.94,214.65,58040,False,2023,11,10,13
2023-11-10 12:00:00+00:00,TSLA,212.13,213.25,211.79,212.74,60187,False,2023,11,10,12
2023-11-10 11:00:00+00:00,TSLA,209.14,212.31,208.17,212.23,65258,False,2023,11,10,11
2023-11-10 10:00:00+00:00,TSLA,211.98,212.28,205.73,209.15,144779,False,2023,11,10,10
2023-11-10 09:00:00+00:00,TSLA,210.06,213.57,208.3,212.26,89994,False,2023,11,10,9
2023-11-09 16:00:00+00:00,TSLA,209.88,209.98,209.88,209.88,252,False,2023,11,9,16
2023-11-09 15:00:00+00:00,TSLA,207.44,210.52,206.71,209.98,187890,False,2023,11,9,15
2023-11-09 14:00:00+00:00,TSLA,208.57,209.52,207.21,207.46,77747,False,2023,11,9,14
2023-11-09 13:00:00+00:00,TSLA,209.75,210.49,207.03,208.77,107229,False,2023,11,9,13
2023-11-09 12:00:00+00:00,TSLA,212.2,212.2,208.98,209.74,140865,False,2023,11,9,12
2023-11-09 11:00:00+00:00,TSLA,213.99,215.27,211.82,212.2,99686,False,2023,11,9,11
2023-11-09 10:00:00+00:00,TSLA,217.01,217.28,213.35,214.07,127906,False,2023,11,9,10
2023-11-09 09:00:00+00:00,TSLA,219.79,220.8,215.93,216.98,107031,False,2023,11,9,9
2023-11-08 16:00:00+00:00,TSLA,222.11,222.11,222.1,222.11,200,False,2023,11,8,16
2023-11-08 15:00:00+00:00,TSLA,220.78,222.94,220.78,222.11,74145,False,2023,11,8,15
2023-11-08 14:00:00+00:00,TSLA,220.61,221.41,220.31,220.76,30443,False,2023,11,8,14
