date,ticker,open,high,low,close,volume,is_extended_hours,year,month,day,hour
2023-11-28 11:00:00+00:00,MSFT,381.57,382.99,381.31,382.35,28099,False,2023,11,28,11
2023-11-28 10:00:00+00:00,MSFT,380.31,382.67,380.05,381.74,52317,False,2023,11,28,10
2023-11-28 09:00:00+00:00,MSFT,378.17,381.81,378.12,380.31,65523,False,2023,11,28,9
2023-11-27 15:00:00+00:00,MSFT,379.17,379.29,378.4,378.65,82252,False,2023,11,27,15
2023-11-27 14:00:00+00:00,MSFT,379.75,379.86,378.23,379.02,15616,False,2023,11,27,14
2023-11-27 13:00:00+00:00,MSFT,380.38,380.61,379.5,379.68,15292,False,2023,11,27,13
2023-11-27 12:00:00+00:00,MSFT,379.02,380.59,378.97,380.33,69416,False,2023,11,27,12
2023-11-27 11:00:00+00:00,MSFT,377.94,379.02,377.26,379.0,24155,False,2023,11,27,11
2023-11-27 10:00:00+00:00,MSFT,377.83,378.14,376.88,377.97,42228,False,2023,11,27,10
2023-11-27 09:00:00+00:00,MSFT,376.85,378.07,376.21,377.63,25861,False,2023,11,27,9
2023-11-24 13:00:00+00:00,MSFT,377.37,377.37,377.37,377.37,100,False,2023,11,24,13
2023-11-24 12:00:00+00:00,MSFT,376.62,377.5,376.23,377.41,25834,False,2023,11,24,12
2023-11-24 11:00:00+00:00,MSFT,375.84,376.69,375.41,376.36,19712,False,2023,11,24,11
2023-11-24 10:00:00+00:00,MSFT,377.73,377.85,375.15,375.73,32815,False,2023,11,24,10
2023-11-24 09:00:00+00:00,MSFT,377.15,377.96,376.39,377.72,18823,False,2023,11,24,9
2023-11-22 15:00:00+00:00,MSFT,377.98,378.29,377.57,377.82,60811,False,2023,11,22,15
2023-11-22 14:00:00+00:00,MSFT,378.75,378.93,376.9,377.96,35413,False,2023,11,22,14
2023-11-22 13:00:00+00:00,MSFT,378.41,379.17,378.36,378.78,29508,False,2023,11,22,13
2023-11-22 12:00:00+00:00,MSFT,378.39,379.0,378.05,378.46,19943,False,2023,11,22,12
2023-11-22 11:00:00+00:00,MSFT,377.2,378.53,377.11,378.42,37324,False,2023,11,22,11
2023-11-22 10:00:00+00:00,MSFT,376.95,378.29,374.97,377.31,101159,False,2023,11,22,10
2023-11-22 09:00:00+00:00,MSFT,378.05,379.73,376.32,377.07,80633,False,2023,11,22,9
2023-11-21 15:00:00+00:00,MSFT,372.56,373.14,372.26,373.13,61994,False,2023,11,21,15
2023-11-21 14:00:00+00:00,MSFT,372.07,373.0,371.79,372.59,56397,False,2023,11,21,14
2023-11-21 13:00:00+00:00,MSFT,372.58,372.58,371.15,372.21,57856,False,2023,11,21,13
2023-11-21 12:00:00+00:00,MSFT,372.43,373.52,371.65,372.55,110844,False,2023,11,21,12
2023-11-21 11:00:00+00:00,MSFT,372.25,372.47,371.24,372.44,72307,False,2023,11,21,11
2023-11-21 10:00:00+00:00,MSFT,375.06,375.21,371.13,372.29,121005,False,2023,11,21,10
2023-11-21 09:00:00+00:00,MSFT,375.68,376.24,373.54,375.05,54140,False,2023,11,21,9
2023-11-20 16:00:00+00:00,MSFT,377.65,377.65,377.65,377.65,100,False,2023,11,20,16
2023-11-20 15:00:00+00:00,MSFT,378.31,378.82,377.21,377.64,134565,False,2023,11,20,15
2023-11-20 14:00:00+00:00,MSFT,377.74,378.86,376.9,378.46,75169,False,2023,11,20,14
2023-11-20 13:00:00+00:00,MSFT,376.79,378.79,376.61,377.72,59681,False,2023,11,20,13
2023-11-20 12:00:00+00:00,MSFT,375.86,377.52,375.58,376.79,97523,False,2023,11,20,12
2023-11-20 11:00:00+00:00,MSFT,374.51,376.65,374.12,375.89,111272,False,2023,11,20,11
2023-11-20 10:00:00+00:00,MSFT,375.52,375.62,371.82,374.45,160335,False,2023,11,20,10
2023-11-20 09:00:00+00:00,MSFT,371.29,377.07,371.01,375.59,202122,False,2023,11,20,9
2023-11-17 16:00:00+00:00,MSFT,369.78,369.78,369.78,369.78,2,False,2023,11,17,16
2023-11-17 15:00:00+00:00,MSFT,372.64,373.15,367.01,369.71,427898,False,2023,11,17,15
2023-11-17 14:00:00+00:00,MSFT,372.23,373.35,372.11,372.64,18438,False,2023,11,17,14
2023-11-17 13:00:00+00:00,MSFT,371.92,372.78,371.78,372.23,20081,False,2023,11,17,13
2023-11-17 12:00:00+00:00,MSFT,372.02,372.65,371.34,371.87,23375,False,2023,11,17,12
2023-11-17 11:00:00+00:00,MSFT,370.3,372.03,369.22,372.03,60959,False,2023,11,17,11
2023-11-17 10:00:00+00:00,MSFT,371.55,371.87,369.99,370.3,74882,False,2023,11,17,10
2023-11-17 09:00:00+00:00,MSFT,373.67,374.37,370.46,371.6,98461,False,2023,11,17,9
2023-11-16 16:00:00+00:00,MSFT,376.19,376.2,376.19,376.19,23,False,2023,11,16,16
2023-11-16 15:00:00+00:00,MSFT,375.84,376.31,375.25,376.2,99076,False,2023,11,16,15
2023-11-16 14:00:00+00:00,MSFT,375.48,376.19,375.05,375.77,52906,False,2023,11,16,14
2023-11-16 13:00:00+00:00,MSFT,375.14,376.29,374.88,375.48,28833,False,2023,11,16,13
2023-11-16 12:00:00+00:00,MSFT,374.03,375.58,373.95,375.18,56852,False,2023,11,16,12
2023-11-16 11:00:00+00:00,MSFT,373.52,374.14,372.44,373.98,76183,False,2023,11,16,11
2023-11-16 10:00:00+00:00,MSFT,375.4,376.0,373.29,373.62,148257,False,2023,11,16,10
2023-11-16 09:00:00+00:00,MSFT,370.95,376.06,370.23,375.41,116625,False,2023,11,16,9
2023-11-15 15:00:00+00:00,MSFT,369.93,370.37,369.22,369.79,75078,False,2023,11,15,15
2023-11-15 14:00:00+00:00,MSFT,369.77,370.35,369.13,369.97,22291,False,2023,11,15,14
2023-11-15 13:00:00+00:00,MSFT,368.06,369.98,367.11,369.76,30606,False,2023,11,15,13
2023-11-15 12:00:00+00:00,MSFT,369.29,369.67,368.09,368.13,45529,False,2023,11,15,12
2023-11-15 11:00:00+00:00,MSFT,369.81,371.03,368.45,369.28,40310,False,2023,11,15,11
2023-11-15 10:00:00+00:00,MSFT,370.36,371.53,369.07,369.63,61097,False,2023,11,15,10
2023-11-15 09:00:00+00:00,MSFT,371.51,373.09,369.72,370.38,32429,False,2023,11,15,9
2023-11-14 16:00:00+00:00,MSFT,370.14,370.34,370.14,370.14,256,False,2023,11,14,16
2023-11-14 15:00:00+00:00,MSFT,370.22,371.3,369.77,370.15,102246,False,2023,11,14,15
2023-11-14 14:00:00+00:00,MSFT,368.45,370.31,367.34,370.31,34402,False,2023,11,14,14
2023-11-14 13:00:00+00:00,MSFT,369.85,370.47,368.41,368.42,20543,False,2023,11,14,13
2023-11-14 12:00:00+00:00,MSFT,368.69,370.02,368.48,369.89,46341,False,2023,11,14,12
2023-11-14 11:00:00+00:00,MSFT,370.8,371.62,368.65,368.68,55827,False,2023,11,14,11
2023-11-14 10:00:00+00:00,MSFT,370.97,371.92,370.33,370.79,89611,False,2023,11,14,10
2023-11-14 09:00:00+00:00,MSFT,371.1,371.6,369.38,370.92,97172,False,2023,11,14,9
2023-11-13 15:00:00+00:00,MSFT,367.43,367.62,366.31,366.6,58013,False,2023,11,13,15
2023-11-13 14:00:00+00:00,MSFT,367.47,367.8,367.14,367.45,19679,False,2023,11,13,14
2023-11-13 13:00:00+00:00,MSFT,367.52,368.01,366.93,367.44,20901,False,2023,11,13,13
2023-11-13 12:00:00+00:00,MSFT,367.42,367.84,366.94,367.52,23316,False,2023,11,13,12
2023-11-13 11:00:00+00:00,MSFT,367.79,368.35,367.28,367.28,38198,False,2023,11,13,11
2023-11-13 10:00:00+00:00,MSFT,366.48,368.0,366.14,367.73,57942,False,2023,11,13,10
2023-11-13 09:00:00+00:00,MSFT,368.25,368.41,365.94,366.43,44316,False,2023,11,13,9
2023-11-10 16:00:00+00:00,MSFT,369.93,369.93,369.93,369.93,100,False,2023,11,10,16
2023-11-10 15:00:00+00:00,MSFT,368.84,370.09,368.71,369.85,111078,False,2023,11,10,15
2023-11-10 14:00:00+00:00,MSFT,369.01,369.53,368.84,368.84,27093,False,2023,11,10,14
2023-11-10 13:00:00+00:00,MSFT,368.21,369.36,367.54,369.14,31117,False,2023,11,10,13
2023-11-10 12:00:00+00:00,MSFT,366.86,368.76,366.86,368.16,33234,False,2023,11,10,12
2023-11-10 11:00:00+00:00,MSFT,365.17,367.35,365.17,366.98,53501,False,2023,11,10,11
2023-11-10 10:00:00+00:00,MSFT,363.6,365.2,363.11,365.2,49223,False,2023,11,10,10
2023-11-10 09:00:00+00:00,MSFT,361.44,364.28,361.08,363.85,49097,False,2023,11,10,9
2023-11-09 15:00:00+00:00,MSFT,361.08,361.76,360.38,360.79,55366,False,2023,11,9,15
2023-11-09 14:00:00+00:00,MSFT,362.5,362.7,361.15,361.23,25804,False,2023,11,9,14
2023-11-09 13:00:00+00:00,MSFT,363.53,363.57,361.16,362.85,45002,False,2023,11,9,13
2023-11-09 12:00:00+00:00,MSFT,364.17,364.22,363.11,363.47,68519,False,2023,11,9,12
2023-11-09 11:00:00+00:00,MSFT,362.57,364.77,362.52,364.22,51910,False,2023,11,9,11
2023-11-09 10:00:00+00:00,MSFT,363.41,363.53,361.33,362.48,54294,False,2023,11,9,10
2023-11-09 09:00:00+00:00,MSFT,362.2,363.6,361.82,363.27,84320,False,2023,11,9,9
2023-11-08 16:00:00+00:00,MSFT,363.17,363.17,363.17,363.17,200,False,2023,11,8,16
2023-11-08 15:00:00+00:00,MSFT,361.97,363.34,361.41,363.17,50159,False,2023,11,8,15
2023-11-08 14:00:00+00:00,MSFT,362.82,363.29,361.9,361.94,14554,False,2023,11,8,14
2023-11-08 13:00:00+00:00,MSFT,362.26,363.2,362.1,362.83,29496,False,2023,11,8,13
2023-11-08 12:00:00+00:00,MSFT,362.31,362.62,361.32,362.28,24498,False,2023,11,8,12
2023-11-08 11:00:00+00:00,MSFT,361.63,362.76,361.59,362.31,24741,False,2023,11,8,11
2023-11-08 10:00:00+00:00,MSFT,362.58,362.62,360.56,361.72,47239,False,2023,11,8,10
2023-11-08 09:00:00+00:00,MSFT,361.85,363.86,361.44,362.5,36345,False,2023,11,8,9
2023-11-07 16:00:00+00:00,MSFT,360.64,360.64,360.52,360.64,402,False,2023,11,7,16
2023-11-07 15:00:00+00:00,MSFT,361.46,361.87,359.94,360.52,97799,False,2023,11,7,15
2023-11-07 14:00:00+00:00,MSFT,362.27,362.41,361.41,361.47,26784,False,2023,11,7,14
2023-11-07 13:00:00+00:00,MSFT,361.59,362.44,361.5,362.29,22203,False,2023,11,7,13
2023-11-07 12:00:00+00:00,MSFT,361.58,361.96,360.87,361.6,23984,False,2023,11,7,12
2023-11-07 11:00:00+00:00,MSFT,361.42,362.37,360.98,361.76,33618,False,2023,11,7,11
2023-11-07 10:00:00+00:00,MSFT,359.27,362.06,358.75,361.48,54852,False,2023,11,7,10
2023-11-07 09:00:00+00:00,MSFT,359.43,359.73,357.72,359.27,59622,False,2023,11,7,9
2023-11-06 15:00:00+00:00,MSFT,355.77,356.63,355.03,356.56,80490,False,2023,11,6,15
2023-11-06 14:00:00+00:00,MSFT,355.9,355.97,354.78,355.77,28904,False,2023,11,6,14
2023-11-06 13:00:00+00:00,MSFT,355.47,355.89,353.82,355.88,44385,False,2023,11,6,13
2023-11-06 12:00:00+00:00,MSFT,356.82,356.82,355.31,355.59,38529,False,2023,11,6,12
2023-11-06 11:00:00+00:00,MSFT,357.0,357.51,356.24,356.89,32933,False,2023,11,6,11
2023-11-06 10:00:00+00:00,MSFT,356.17,357.41,355.51,356.95,58157,False,2023,11,6,10
2023-11-06 09:00:00+00:00,MSFT,353.44,356.76,353.35,356.09,83682,False,2023,11,6,9
2023-11-03 16:00:00+00:00,MSFT,352.82,352.82,352.82,352.82,100,False,2023,11,3,16
2023-11-03 15:00:00+00:00,MSFT,353.72,354.34,352.61,352.85,99147,False,2023,11,3,15
2023-11-03 14:00:00+00:00,MSFT,353.9,354.38,353.25,353.77,30866,False,2023,11,3,14
2023-11-03 13:00:00+00:00,MSFT,353.23,354.0,353.09,353.81,32483,False,2023,11,3,13
2023-11-03 12:00:00+00:00,MSFT,351.36,353.38,351.21,353.28,35747,False,2023,11,3,12
2023-11-03 11:00:00+00:00,MSFT,350.87,351.71,350.03,351.41,54670,False,2023,11,3,11
2023-11-03 10:00:00+00:00,MSFT,350.41,351.85,349.66,350.82,82942,False,2023,11,3,10
2023-11-03 09:00:00+00:00,MSFT,349.52,350.56,347.37,350.05,79415,False,2023,11,3,9
2023-11-02 16:00:00+00:00,MSFT,348.34,348.35,348.34,348.34,308,False,2023,11,2,16
2023-11-02 15:00:00+00:00,MSFT,347.46,348.78,346.95,348.34,98296,False,2023,11,2,15
2023-11-02 14:00:00+00:00,MSFT,347.71,348.02,347.3,347.53,31498,False,2023,11,2,14
2023-11-02 13:00:00+00:00,MSFT,347.7,348.19,347.38,347.7,45823,False,2023,11,2,13
2023-11-02 12:00:00+00:00,MSFT,347.37,348.25,346.55,347.81,40129,False,2023,11,2,12
2023-11-02 11:00:00+00:00,MSFT,348.56,348.8,346.69,347.36,104474,False,2023,11,2,11
2023-11-02 10:00:00+00:00,MSFT,346.43,348.77,345.29,348.54,74737,False,2023,11,2,10
2023-11-02 09:00:00+00:00,MSFT,347.2,347.68,344.78,346.39,90731,False,2023,11,2,9
2023-11-01 16:00:00+00:00,MSFT,346.08,346.09,346.05,346.08,600,False,2023,11,1,16
2023-11-01 15:00:00+00:00,MSFT,345.2,347.36,345.2,346.04,179083,False,2023,11,1,15
2023-11-01 14:00:00+00:00,MSFT,344.05,345.85,343.12,345.15,72495,False,2023,11,1,14
2023-11-01 13:00:00+00:00,MSFT,343.72,344.38,343.49,344.09,27531,False,2023,11,1,13
2023-11-01 12:00:00+00:00,MSFT,345.1,345.12,343.3,343.72,32873,False,2023,11,1,12
2023-11-01 11:00:00+00:00,MSFT,345.7,346.19,344.37,345.07,50824,False,2023,11,1,11
2023-11-01 10:00:00+00:00,MSFT,343.71,346.49,342.7,345.71,131010,False,2023,11,1,10
2023-11-01 09:00:00+00:00,MSFT,339.71,344.04,339.67,343.41,81757,False,2023,11,1,9
2023-10-31 16:00:00+00:00,MSFT,338.05,338.05,338.04,338.05,103,False,2023,10,31,16
2023-10-31 15:00:00+00:00,MSFT,337.97,338.44,337.21,337.97,125922,False,2023,10,31,15
2023-10-31 14:00:00+00:00,MSFT,338.06,338.14,337.14,337.97,46837,False,2023,10,31,14
2023-10-31 13:00:00+00:00,MSFT,336.73,338.46,336.69,338.13,42345,False,2023,10,31,13
2023-10-31 12:00:00+00:00,MSFT,336.02,336.84,335.21,336.7,38365,False,2023,10,31,12
2023-10-31 11:00:00+00:00,MSFT,336.62,336.96,334.71,336.12,86935,False,2023,10,31,11
2023-10-31 10:00:00+00:00,MSFT,336.03,337.81,335.62,336.54,72860,False,2023,10,31,10
2023-10-31 09:00:00+00:00,MSFT,338.89,339.0,335.14,336.25,66122,False,2023,10,31,9
2023-10-30 16:00:00+00:00,MSFT,337.39,337.39,337.3,337.39,377,False,2023,10,30,16
2023-10-30 15:00:00+00:00,MSFT,337.09,338.14,336.9,337.29,97830,False,2023,10,30,15
2023-10-30 14:00:00+00:00,MSFT,337.09,337.33,336.26,337.07,32635,False,2023,10,30,14
2023-10-30 13:00:00+00:00,MSFT,335.12,337.4,334.69,337.05,51881,False,2023,10,30,13
2023-10-30 12:00:00+00:00,MSFT,336.0,336.02,334.69,334.96,34595,False,2023,10,30,12
2023-10-30 11:00:00+00:00,MSFT,334.86,336.41,334.16,336.07,35052,False,2023,10,30,11
2023-10-30 10:00:00+00:00,MSFT,338.15,338.45,334.12,334.74,66789,False,2023,10,30,10
2023-10-30 09:00:00+00:00,MSFT,333.4,339.32,331.9,338.05,105597,False,2023,10,30,9
2023-10-27 15:00:00+00:00,MSFT,328.87,329.99,328.49,329.91,92390,False,2023,10,27,15
2023-10-27 14:00:00+00:00,MSFT,330.2,330.33,328.42,328.89,62271,False,2023,10,27,14
2023-10-27 13:00:00+00:00,MSFT,332.39,332.6,330.08,330.08,37636,False,2023,10,27,13
2023-10-27 12:00:00+00:00,MSFT,334.34,334.83,332.34,332.42,27152,False,2023,10,27,12
2023-10-27 11:00:00+00:00,MSFT,334.15,336.69,333.69,334.34,67452,False,2023,10,27,11
2023-10-27 10:00:00+00:00,MSFT,333.44,334.82,332.55,334.15,121683,False,2023,10,27,10
2023-10-27 09:00:00+00:00,MSFT,330.5,333.46,329.94,333.39,170316,False,2023,10,27,9
2023-10-26 16:00:00+00:00,MSFT,327.98,327.98,327.96,327.98,500,False,2023,10,26,16
2023-10-26 15:00:00+00:00,MSFT,331.44,331.48,327.34,327.98,155190,False,2023,10,26,15
2023-10-26 14:00:00+00:00,MSFT,328.91,331.48,328.39,331.45,101734,False,2023,10,26,14
2023-10-26 13:00:00+00:00,MSFT,328.0,329.5,327.45,328.87,73031,False,2023,10,26,13
2023-10-26 12:00:00+00:00,MSFT,330.77,330.77,326.94,327.96,158156,False,2023,10,26,12
2023-10-26 11:00:00+00:00,MSFT,334.07,334.09,329.6,330.71,137637,False,2023,10,26,11
2023-10-26 10:00:00+00:00,MSFT,335.27,335.84,332.16,334.14,257511,False,2023,10,26,10
2023-10-26 09:00:00+00:00,MSFT,340.71,341.22,334.68,335.39,159192,False,2023,10,26,9
2023-10-25 16:00:00+00:00,MSFT,340.77,340.77,340.73,340.77,116,False,2023,10,25,16
2023-10-25 15:00:00+00:00,MSFT,339.96,341.2,339.61,340.79,442439,False,2023,10,25,15
2023-10-25 14:00:00+00:00,MSFT,339.32,340.86,339.3,339.95,133048,False,2023,10,25,14
2023-10-25 13:00:00+00:00,MSFT,339.57,339.64,337.88,339.32,114319,False,2023,10,25,13
2023-10-25 12:00:00+00:00,MSFT,338.1,340.12,338.04,339.54,124880,False,2023,10,25,12
2023-10-25 11:00:00+00:00,MSFT,339.52,341.43,337.66,338.04,177428,False,2023,10,25,11
2023-10-25 10:00:00+00:00,MSFT,344.61,344.61,338.62,339.56,291502,False,2023,10,25,10
2023-10-25 09:00:00+00:00,MSFT,345.1,346.19,341.64,344.64,387159,False,2023,10,25,9
2023-10-24 16:00:00+00:00,MSFT,330.63,330.63,330.63,330.63,100,False,2023,10,24,16
2023-10-24 15:00:00+00:00,MSFT,330.76,331.65,330.29,330.7,143228,False,2023,10,24,15
2023-10-24 14:00:00+00:00,MSFT,329.64,331.02,329.34,330.77,51619,False,2023,10,24,14
2023-10-24 13:00:00+00:00,MSFT,328.03,329.82,327.6,329.65,43159,False,2023,10,24,13
2023-10-24 12:00:00+00:00,MSFT,330.4,330.57,327.96,328.1,56294,False,2023,10,24,12
2023-10-24 11:00:00+00:00,MSFT,330.78,331.37,329.24,330.45,72419,False,2023,10,24,11
2023-10-24 10:00:00+00:00,MSFT,330.55,331.8,329.66,330.78,103883,False,2023,10,24,10
2023-10-24 09:00:00+00:00,MSFT,331.22,331.56,328.76,330.57,90576,False,2023,10,24,9
2023-10-23 16:00:00+00:00,MSFT,329.22,329.22,329.16,329.22,382,False,2023,10,23,16
2023-10-23 15:00:00+00:00,MSFT,331.19,331.49,329.1,329.24,87085,False,2023,10,23,15
2023-10-23 14:00:00+00:00,MSFT,331.56,332.07,330.66,331.05,64112,False,2023,10,23,14
2023-10-23 13:00:00+00:00,MSFT,332.6,332.6,331.28,331.68,64236,False,2023,10,23,13
2023-10-23 12:00:00+00:00,MSFT,329.41,332.65,329.14,332.65,100942,False,2023,10,23,12
2023-10-23 11:00:00+00:00,MSFT,328.23,329.57,327.97,329.42,40178,False,2023,10,23,11
2023-10-23 10:00:00+00:00,MSFT,327.6,328.3,326.54,328.3,66961,False,2023,10,23,10
2023-10-23 09:00:00+00:00,MSFT,325.52,329.13,324.49,327.65,76772,False,2023,10,23,9
2023-10-20 16:00:00+00:00,MSFT,326.67,326.67,326.67,326.67,200,False,2023,10,20,16
2023-10-20 15:00:00+00:00,MSFT,327.22,327.94,326.4,326.76,110954,False,2023,10,20,15
2023-10-20 14:00:00+00:00,MSFT,328.49,328.67,326.77,327.2,26905,False,2023,10,20,14
2023-10-20 13:00:00+00:00,MSFT,328.25,328.76,327.31,328.46,25889,False,2023,10,20,13
2023-10-20 12:00:00+00:00,MSFT,327.44,328.26,326.46,328.23,24476,False,2023,10,20,12
2023-10-20 11:00:00+00:00,MSFT,325.5,327.57,325.46,327.33,65088,False,2023,10,20,11
2023-10-20 10:00:00+00:00,MSFT,329.76,330.39,325.57,325.57,101087,False,2023,10,20,10
2023-10-20 09:00:00+00:00,MSFT,331.5,331.88,329.32,329.81,82776,False,2023,10,20,9
2023-10-19 15:00:00+00:00,MSFT,332.1,332.73,330.94,331.38,76924,False,2023,10,19,15
2023-10-19 14:00:00+00:00,MSFT,333.88,334.63,331.86,332.03,35186,False,2023,10,19,14
2023-10-19 13:00:00+00:00,MSFT,335.02,336.61,333.03,334.02,69255,False,2023,10,19,13
2023-10-19 12:00:00+00:00,MSFT,334.33,336.88,332.24,335.0,76235,False,2023,10,19,12
2023-10-19 11:00:00+00:00,MSFT,333.38,334.72,332.12,334.34,73761,False,2023,10,19,11
2023-10-19 10:00:00+00:00,MSFT,334.04,334.76,332.37,333.46,108284,False,2023,10,19,10
2023-10-19 09:00:00+00:00,MSFT,332.2,334.74,332.03,334.03,84732,False,2023,10,19,9
2023-10-18 16:00:00+00:00,MSFT,330.04,330.16,330.04,330.04,201,False,2023,10,18,16
2023-10-18 15:00:00+00:00,MSFT,330.8,330.82,328.3,329.97,96534,False,2023,10,18,15
2023-10-18 14:00:00+00:00,MSFT,332.06,332.57,330.31,330.79,36865,False,2023,10,18,14
2023-10-18 13:00:00+00:00,MSFT,331.63,333.26,330.76,332.03,44346,False,2023,10,18,13
2023-10-18 12:00:00+00:00,MSFT,333.0,333.97,331.57,331.76,50928,False,2023,10,18,12
2023-10-18 11:00:00+00:00,MSFT,332.07,333.61,331.96,332.94,43657,False,2023,10,18,11
2023-10-18 10:00:00+00:00,MSFT,334.89,335.23,331.45,332.17,93674,False,2023,10,18,10
2023-10-18 09:00:00+00:00,MSFT,332.48,335.53,332.28,334.93,58734,False,2023,10,18,9
2023-10-17 16:00:00+00:00,MSFT,332.01,332.01,331.99,332.01,102,False,2023,10,17,16
2023-10-17 15:00:00+00:00,MSFT,330.22,332.11,329.92,331.92,129756,False,2023,10,17,15
2023-10-17 14:00:00+00:00,MSFT,330.75,331.47,329.99,330.31,32745,False,2023,10,17,14
2023-10-17 13:00:00+00:00,MSFT,332.84,333.07,330.61,330.9,21377,False,2023,10,17,13
2023-10-17 12:00:00+00:00,MSFT,331.92,333.41,331.87,332.83,28049,False,2023,10,17,12
2023-10-17 11:00:00+00:00,MSFT,331.42,332.43,330.83,331.91,39975,False,2023,10,17,11
2023-10-17 10:00:00+00:00,MSFT,328.63,332.43,328.63,331.21,54412,False,2023,10,17,10
2023-10-17 09:00:00+00:00,MSFT,329.47,330.55,327.45,328.62,57182,False,2023,10,17,9
2023-10-16 16:00:00+00:00,MSFT,332.6,332.63,332.6,332.6,500,False,2023,10,16,16
2023-10-16 15:00:00+00:00,MSFT,334.08,334.51,332.23,332.53,79882,False,2023,10,16,15
2023-10-16 14:00:00+00:00,MSFT,333.91,334.19,333.35,334.13,22100,False,2023,10,16,14
2023-10-16 13:00:00+00:00,MSFT,333.78,334.7,332.38,333.92,40589,False,2023,10,16,13
2023-10-16 12:00:00+00:00,MSFT,333.66,334.1,333.15,333.76,39184,False,2023,10,16,12
2023-10-16 11:00:00+00:00,MSFT,334.89,335.3,333.6,333.69,32961,False,2023,10,16,11
2023-10-16 10:00:00+00:00,MSFT,332.57,335.98,331.97,334.81,96931,False,2023,10,16,10
2023-10-16 09:00:00+00:00,MSFT,331.14,333.36,330.68,332.44,64108,False,2023,10,16,9
2023-10-13 15:00:00+00:00,MSFT,329.03,329.59,327.0,327.8,68176,False,2023,10,13,15
2023-10-13 14:00:00+00:00,MSFT,328.19,329.1,327.89,329.0,25195,False,2023,10,13,14
2023-10-13 13:00:00+00:00,MSFT,328.21,328.37,326.37,328.18,37660,False,2023,10,13,13
2023-10-13 12:00:00+00:00,MSFT,327.83,328.76,327.1,328.21,62172,False,2023,10,13,12
2023-10-13 11:00:00+00:00,MSFT,330.25,330.35,327.61,327.85,62836,False,2023,10,13,11
2023-10-13 10:00:00+00:00,MSFT,333.36,333.74,330.14,330.24,92796,False,2023,10,13,10
2023-10-13 09:00:00+00:00,MSFT,332.41,333.75,331.55,333.71,64232,False,2023,10,13,9
2023-10-12 16:00:00+00:00,MSFT,331.18,331.18,331.18,331.18,300,False,2023,10,12,16
2023-10-12 15:00:00+00:00,MSFT,330.0,331.67,329.89,331.15,57258,False,2023,10,12,15
2023-10-12 14:00:00+00:00,MSFT,329.8,330.16,328.73,329.88,38525,False,2023,10,12,14
